#{"t_start": 1711463502.5348823, "env_id": "None"}
r,l,t
340.0,1018,2455.019784
320.0,827,2457.341803
420.0,1086,2459.939047
420.0,1097,2462.827377
380.0,1068,2465.76203
300.0,841,2467.880447
380.0,961,2470.562682
420.0,1147,2473.581064
340.0,956,2475.795097
460.0,1109,2478.594473
460.0,1138,2481.457486
320.0,896,2484.116505
320.0,945,2486.313983
400.0,1053,2489.480546
360.0,1012,2492.103014
300.0,963,2494.742289
400.0,1059,2497.359049
380.0,967,2500.411648
400.0,1125,2503.456078
420.0,1249,2506.849503
300.0,806,2508.997804
360.0,958,2511.761919
320.0,1027,2514.748791
300.0,875,2517.461049
420.0,991,2520.072882
240.0,902,2522.566687
460.0,1326,2526.092829
220.0,697,2527.951298
600.0,1361,2531.614752
300.0,1127,2534.618664
440.0,1111,2537.75863
320.0,1054,2540.40968
320.0,925,2542.938534
440.0,1046,2545.830224
360.0,1066,2548.513983
420.0,1050,2551.573365
420.0,1154,2554.360561
480.0,1145,2557.350278
440.0,1042,2560.172625
340.0,928,2562.407423
300.0,886,2564.539935
520.0,1254,2567.682193
460.0,1143,2570.87888
320.0,927,2573.393701
480.0,1174,2576.574276
300.0,886,2578.970679
200.0,841,2581.349472
440.0,1173,2584.792414
300.0,768,2586.961248
360.0,1044,2589.697019
420.0,1100,2592.600368
280.0,802,2595.007912
400.0,1082,2597.94251
340.0,898,2600.432429
300.0,826,2602.852824
420.0,1162,2606.608288
380.0,974,2608.962835
360.0,1077,2611.846379
440.0,1138,2614.799559
360.0,953,2617.344854
400.0,1013,2619.684406
480.0,1197,2622.669769
400.0,1090,2625.306082
420.0,1086,2627.89511
440.0,1133,2630.587772
440.0,1123,2633.165482
440.0,1124,2635.76147
320.0,949,2638.385486
480.0,1130,2641.052734
340.0,887,2643.284327
300.0,825,2645.694585
420.0,1132,2648.624098
300.0,809,2651.101206
460.0,1113,2653.898401
440.0,1128,2656.81635
340.0,875,2659.380824
440.0,1120,2662.267205
380.0,1142,2665.527891
340.0,1152,2668.533011
360.0,1081,2671.603492
300.0,906,2673.900509
400.0,983,2676.803067
400.0,1062,2679.499835
420.0,1029,2682.110751
260.0,853,2684.547777
500.0,1259,2688.102779
400.0,1159,2691.037551
440.0,1317,2694.327896
480.0,1168,2697.43533
220.0,722,2699.425045
440.0,1163,2702.531503
460.0,1225,2705.628084
380.0,1007,2708.557293
400.0,1113,2711.369907
400.0,1254,2714.878593
340.0,1011,2717.651826
460.0,1316,2721.147439
340.0,981,2723.632006
480.0,1160,2726.558471
300.0,970,2729.073603
400.0,1167,2732.161109
340.0,1045,2735.199081
460.0,1106,2738.350966
320.0,1019,2740.952193
420.0,1088,2744.018421
320.0,1017,2746.618442
360.0,1043,2749.577037
280.0,892,2751.874561
400.0,1020,2754.467324
360.0,990,2757.307753
260.0,841,2759.414963
480.0,1299,2763.187298
480.0,1326,2766.578699
420.0,1164,2769.587658
440.0,982,2772.468516
360.0,1134,2775.391484
380.0,971,2777.978716
360.0,903,2780.476157
420.0,1086,2783.510067
380.0,1100,2786.340181
260.0,722,2788.164994
320.0,936,2790.535911
400.0,1079,2793.641764
220.0,797,2795.650929
280.0,811,2797.926293
340.0,1007,2800.644999
640.0,1419,2804.576643
400.0,1110,2807.364239
240.0,741,2809.286118
420.0,1122,2812.436145
360.0,965,2814.890838
440.0,1190,2818.250223
300.0,870,2820.556123
440.0,1273,2823.75647
240.0,846,2826.064773
460.0,1385,2829.973791
260.0,685,2832.296638
340.0,944,2834.69743
320.0,992,2837.222179
460.0,1177,2840.64173
260.0,844,2842.833409
280.0,843,2844.985129
360.0,1046,2847.953872
340.0,1001,2850.806768
360.0,1030,2853.400613
340.0,1042,2856.447978
300.0,909,2858.7649
360.0,1002,2861.289732
420.0,1128,2864.48544
420.0,1041,2867.156443
440.0,1049,2869.821667
480.0,1293,2873.117439
