#{"t_start": 1711399311.4261482, "env_id": "None"}
r,l,t
260.0,644,2337.000967
320.0,797,2339.006794
180.0,572,2340.475474
340.0,840,2342.604526
360.0,867,2344.829666
380.0,843,2346.942668
300.0,813,2349.172982
200.0,621,2350.927755
220.0,651,2352.54946
280.0,746,2354.463408
380.0,963,2357.213022
180.0,589,2358.697472
240.0,630,2360.29449
240.0,676,2362.338994
200.0,566,2363.762305
220.0,605,2365.26257
400.0,973,2368.009888
440.0,1169,2370.995517
280.0,758,2372.900498
400.0,978,2375.609153
220.0,677,2377.404295
260.0,681,2379.23882
180.0,673,2381.199223
180.0,555,2382.605894
360.0,776,2384.536362
300.0,795,2386.513942
260.0,683,2388.364311
160.0,530,2389.957382
200.0,580,2391.411469
200.0,605,2392.950643
220.0,609,2394.475929
240.0,676,2396.20501
280.0,929,2398.886478
160.0,508,2400.240088
280.0,659,2402.165408
200.0,537,2403.524636
240.0,641,2405.15469
200.0,579,2406.640352
280.0,664,2408.340717
300.0,799,2410.690157
240.0,557,2412.149414
280.0,690,2413.872346
520.0,1199,2416.92998
320.0,668,2418.635097
240.0,617,2420.19819
200.0,575,2421.635182
380.0,857,2424.001942
180.0,541,2425.444256
280.0,843,2427.68102
200.0,567,2429.357724
220.0,542,2430.719704
340.0,895,2432.965483
260.0,700,2435.129052
220.0,635,2436.723869
260.0,660,2438.376521
260.0,714,2440.153994
320.0,798,2442.52631
260.0,680,2444.219523
260.0,668,2445.901151
320.0,860,2448.097892
380.0,1020,2450.879613
340.0,796,2453.014651
300.0,743,2454.869294
420.0,1033,2458.023374
280.0,761,2459.928477
440.0,1261,2463.238157
400.0,1003,2465.962821
400.0,1023,2468.956804
300.0,723,2470.926749
460.0,1184,2473.865764
340.0,782,2476.194933
180.0,537,2477.55022
200.0,580,2478.989812
240.0,716,2480.833521
480.0,1018,2483.414734
260.0,740,2485.296649
340.0,750,2487.189853
280.0,732,2489.344696
460.0,1288,2492.67663
340.0,967,2495.138574
360.0,928,2497.777841
380.0,918,2500.120576
260.0,724,2501.905332
320.0,756,2503.909571
300.0,835,2506.328712
440.0,1037,2508.971476
200.0,558,2510.412725
440.0,1114,2513.211044
320.0,821,2515.626863
500.0,1186,2518.636219
280.0,670,2520.298497
260.0,744,2522.165062
260.0,814,2524.32936
260.0,690,2526.313333
160.0,506,2527.73579
260.0,668,2529.653969
280.0,740,2531.510596
260.0,673,2533.508062
320.0,860,2535.6737
240.0,665,2537.347314
320.0,759,2539.317012
360.0,920,2541.62078
440.0,1026,2544.215927
520.0,1104,2547.015647
320.0,840,2549.111586
320.0,853,2551.682831
260.0,744,2553.561883
320.0,699,2555.309589
280.0,825,2557.560023
300.0,735,2559.71259
240.0,677,2561.479325
180.0,574,2563.164499
380.0,766,2565.147565
380.0,843,2567.460885
200.0,537,2568.925208
200.0,633,2570.503782
320.0,935,2573.245725
100.0,417,2574.294543
360.0,958,2576.709241
160.0,508,2577.990016
400.0,964,2580.444908
460.0,1129,2583.311692
260.0,740,2585.392059
300.0,816,2587.625867
460.0,1113,2590.796404
280.0,797,2592.799282
320.0,767,2594.746449
240.0,731,2596.648383
440.0,1079,2599.663692
500.0,1179,2602.996242
