#{"t_start": 1711578780.53631, "env_id": "None"}
r,l,t
240.0,826,3053.42469
500.0,1295,3057.049081
400.0,1082,3060.178644
340.0,898,3062.801353
320.0,923,3065.447141
320.0,945,3068.136933
440.0,1108,3071.336438
340.0,919,3073.999585
320.0,799,3076.182387
400.0,948,3080.197955
420.0,1008,3084.370915
480.0,1153,3088.288771
420.0,1135,3091.288709
380.0,1120,3094.511022
400.0,1048,3097.499301
500.0,1099,3100.576282
420.0,1278,3104.318219
460.0,1086,3107.548079
440.0,1169,3110.841699
420.0,1044,3113.789503
440.0,1132,3116.72246
320.0,1012,3119.593786
400.0,1046,3122.497855
360.0,1002,3125.351339
360.0,949,3128.065585
320.0,879,3130.625172
520.0,1206,3133.980876
340.0,927,3136.788647
400.0,1050,3141.020742
380.0,1066,3145.421451
340.0,1067,3148.97653
